Cost_per_person,Currency,Price_range,Country_Code
175,INR,1,1
275,INR,2,1
275,INR,2,1
300,INR,2,1
225,INR,1,1
450,INR,2,1
325,INR,2,1
325,INR,2,1
200,INR,1,1
375,INR,2,1
200,INR,1,1
700,INR,3,1
250,INR,2,1
175,INR,1,1
200,INR,1,1
200,INR,1,1
225,INR,1,1
325,INR,2,1
450,INR,2,1
100,INR,1,1
350,INR,2,1
150,INR,1,1
300,INR,2,1
25,INR,1,1
250,INR,2,1
325,INR,2,1
75,INR,1,1
125,INR,1,1
300,INR,2,1
300,INR,2,1
100,INR,1,1
250,INR,2,1
350,INR,2,1
175,INR,1,1
350,INR,2,1
175,INR,1,1
175,INR,1,1
175,INR,1,1
100,INR,1,1
175,INR,1,1
150,INR,1,1
75,INR,1,1
225,INR,1,1
500,INR,3,1
250,INR,2,1
100,INR,1,1
525,INR,3,1
1000,INR,4,1
250,INR,2,1
500,INR,3,1
150,INR,1,1
325,INR,2,1
75,INR,1,1
400,INR,2,1
750,INR,3,1
750,INR,3,1
600,INR,3,1
300,INR,2,1
1000,INR,4,1
1250,INR,4,1
500,INR,3,1
500,INR,3,1
350,INR,2,1
400,INR,2,1
850,INR,3,1
325,INR,2,1
850,INR,3,1
700,INR,3,1
1000,INR,4,1
200,INR,1,1
600,INR,3,1
1050,INR,4,1
225,INR,1,1
1000,INR,4,1
250,INR,2,1
400,INR,2,1
850,INR,3,1
350,INR,2,1
1250,INR,4,1
1000,INR,4,1
225,INR,1,1
850,INR,3,1
200,INR,1,1
800,INR,3,1
775,INR,3,1
1000,INR,4,1
1000,INR,4,1
825,INR,3,1
1050,INR,4,1
650,INR,3,1
300,INR,2,1
350,INR,2,1
900,INR,3,1
550,INR,3,1
125,INR,1,1
225,INR,1,1
350,INR,2,1
200,INR,1,1
225,INR,1,1
225,INR,1,1
75,INR,1,1
250,INR,2,1
275,INR,2,1
600,INR,3,1
100,INR,1,1
550,INR,3,1
400,INR,2,1
375,INR,2,1
350,INR,2,1
325,INR,2,1
200,INR,1,1
175,INR,1,1
350,INR,2,1
175,INR,1,1
275,INR,2,1
150,INR,1,1
250,INR,2,1
175,INR,1,1
300,INR,2,1
275,INR,2,1
150,INR,1,1
150,INR,1,1
200,INR,1,1
225,INR,1,1
225,INR,1,1
400,INR,2,1
200,INR,1,1
300,INR,2,1
600,INR,3,1
300,INR,2,1
25,INR,1,1
400,INR,2,1
150,INR,1,1
300,INR,2,1
1250,INR,4,1
550,INR,3,1
275,INR,2,1
600,INR,3,1
325,INR,2,1
125,INR,1,1
250,INR,2,1
500,INR,3,1
600,INR,3,1
75,INR,1,1
300,INR,2,1
375,INR,2,1
250,INR,2,1
175,INR,1,1
400,INR,2,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
200,INR,1,1
175,INR,1,1
75,INR,1,1
250,INR,2,1
50,INR,1,1
250,INR,2,1
75,INR,1,1
325,INR,2,1
250,INR,2,1
175,INR,1,1
350,INR,2,1
350,INR,2,1
75,INR,1,1
350,INR,2,1
150,INR,1,1
250,INR,2,1
175,INR,1,1
200,INR,1,1
50,INR,1,1
200,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
50,INR,1,1
300,INR,2,1
225,INR,1,1
200,INR,1,1
50,INR,1,1
275,INR,2,1
250,INR,2,1
400,INR,2,1
125,INR,1,1
250,INR,2,1
250,INR,2,1
300,INR,2,1
400,INR,2,1
175,INR,1,1
100,INR,1,1
150,INR,1,1
275,INR,2,1
225,INR,1,1
150,INR,1,1
100,INR,1,1
300,INR,2,1
100,INR,1,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
75,INR,1,1
250,INR,2,1
175,INR,1,1
200,INR,1,1
175,INR,1,1
125,INR,1,1
50,INR,1,1
175,INR,1,1
150,INR,1,1
275,INR,2,1
175,INR,1,1
175,INR,1,1
225,INR,1,1
175,INR,1,1
125,INR,1,1
150,INR,1,1
100,INR,1,1
50,INR,1,1
125,INR,1,1
100,INR,1,1
125,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
1100,INR,4,1
150,INR,1,1
750,INR,3,1
300,INR,2,1
150,INR,1,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
125,INR,1,1
250,INR,2,1
50,INR,1,1
125,INR,1,1
125,INR,1,1
200,INR,1,1
225,INR,1,1
75,INR,1,1
300,INR,2,1
50,INR,1,1
275,INR,2,1
350,INR,2,1
50,INR,1,1
200,INR,1,1
225,INR,1,1
100,INR,1,1
325,INR,2,1
300,INR,2,1
400,INR,2,1
125,INR,1,1
125,INR,1,1
150,INR,1,1
125,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
300,INR,2,1
200,INR,1,1
150,INR,1,1
75,INR,1,1
50,INR,1,1
100,INR,1,1
175,INR,1,1
150,INR,1,1
125,INR,1,1
250,INR,2,1
75,INR,1,1
100,INR,1,1
100,INR,1,1
200,INR,1,1
200,INR,1,1
250,INR,2,1
150,INR,1,1
300,INR,2,1
500,INR,3,1
250,INR,2,1
350,INR,2,1
325,INR,2,1
275,INR,2,1
325,INR,2,1
400,INR,2,1
125,INR,1,1
250,INR,2,1
300,INR,2,1
250,INR,2,1
150,INR,1,1
100,INR,1,1
275,INR,2,1
300,INR,2,1
250,INR,2,1
500,INR,3,1
275,INR,2,1
275,INR,2,1
500,INR,3,1
250,INR,2,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
300,INR,2,1
250,INR,2,1
275,INR,2,1
100,INR,1,1
225,INR,1,1
225,INR,1,1
50,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
350,INR,2,1
200,INR,1,1
200,INR,1,1
125,INR,1,1
200,INR,1,1
125,INR,1,1
200,INR,1,1
250,INR,2,1
175,INR,1,1
250,INR,2,1
125,INR,1,1
225,INR,1,1
225,INR,1,1
100,INR,1,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
75,INR,1,1
125,INR,1,1
125,INR,1,1
350,INR,2,1
300,INR,2,1
125,INR,1,1
100,INR,1,1
100,INR,1,1
250,INR,2,1
200,INR,1,1
250,INR,2,1
200,INR,1,1
150,INR,1,1
300,INR,2,1
450,INR,2,1
150,INR,1,1
100,INR,1,1
250,INR,2,1
200,INR,1,1
150,INR,1,1
175,INR,1,1
100,INR,1,1
250,INR,2,1
150,INR,1,1
175,INR,1,1
150,INR,1,1
175,INR,1,1
125,INR,1,1
125,INR,1,1
300,INR,2,1
250,INR,2,1
100,INR,1,1
300,INR,2,1
400,INR,2,1
250,INR,2,1
250,INR,2,1
125,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
400,INR,2,1
200,INR,1,1
250,INR,2,1
400,INR,2,1
1000,INR,4,1
2500,INR,4,1
1000,INR,4,1
1500,INR,4,1
2250,INR,4,1
2250,INR,4,1
500,INR,3,1
300,INR,2,1
325,INR,2,1
325,INR,2,1
200,INR,1,1
500,INR,3,1
350,INR,2,1
325,INR,2,1
75,INR,1,1
500,INR,3,1
125,INR,1,1
350,INR,2,1
125,INR,1,1
100,INR,1,1
200,INR,1,1
750,INR,3,1
225,INR,1,1
200,INR,1,1
250,INR,2,1
125,INR,1,1
175,INR,1,1
425,INR,2,1
500,INR,3,1
350,INR,2,1
100,INR,1,1
175,INR,1,1
200,INR,1,1
350,INR,2,1
250,INR,2,1
300,INR,2,1
1100,INR,4,1
150,INR,1,1
250,INR,2,1
200,INR,1,1
500,INR,3,1
1000,INR,4,1
150,INR,1,1
900,INR,3,1
300,INR,2,1
150,INR,1,1
500,INR,3,1
225,INR,1,1
1450,INR,4,1
1050,INR,4,1
500,INR,3,1
250,INR,2,1
225,INR,1,1
200,INR,1,1
250,INR,2,1
350,INR,2,1
275,INR,2,1
150,INR,1,1
75,INR,1,1
250,INR,2,1
1000,INR,4,1
100,INR,1,1
500,INR,3,1
225,INR,1,1
200,INR,1,1
125,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
1300,INR,4,1
200,INR,1,1
100,INR,1,1
500,INR,3,1
100,INR,1,1
300,INR,2,1
275,INR,2,1
150,INR,1,1
300,INR,2,1
300,INR,2,1
200,INR,1,1
300,INR,2,1
350,INR,2,1
475,INR,2,1
400,INR,2,1
275,INR,2,1
250,INR,2,1
450,INR,2,1
250,INR,2,1
450,INR,2,1
150,INR,1,1
275,INR,2,1
500,INR,3,1
100,INR,1,1
225,INR,1,1
350,INR,2,1
75,INR,1,1
250,INR,2,1
175,INR,1,1
75,INR,1,1
100,INR,1,1
125,INR,1,1
300,INR,2,1
50,INR,1,1
500,INR,3,1
300,INR,2,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
325,INR,2,1
300,INR,2,1
150,INR,1,1
175,INR,1,1
75,INR,1,1
175,INR,1,1
50,INR,1,1
200,INR,1,1
225,INR,1,1
175,INR,1,1
125,INR,1,1
250,INR,2,1
125,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
75,INR,1,1
250,INR,2,1
125,INR,1,1
225,INR,1,1
250,INR,2,1
225,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
75,INR,1,1
125,INR,1,1
500,INR,3,1
175,INR,1,1
100,INR,1,1
75,INR,1,1
1000,INR,4,1
1600,INR,4,1
1500,INR,4,1
250,INR,2,1
250,INR,2,1
225,INR,1,1
225,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
250,INR,2,1
275,INR,2,1
125,INR,1,1
150,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
300,INR,2,1
200,INR,1,1
150,INR,1,1
225,INR,1,1
250,INR,2,1
175,INR,1,1
300,INR,2,1
350,INR,2,1
200,INR,1,1
225,INR,1,1
225,INR,1,1
775,INR,3,1
250,INR,2,1
175,INR,1,1
325,INR,2,1
400,INR,2,1
400,INR,2,1
325,INR,2,1
250,INR,2,1
100,INR,1,1
400,INR,2,1
100,INR,1,1
200,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
300,INR,2,1
125,INR,1,1
275,INR,2,1
400,INR,2,1
200,INR,1,1
400,INR,2,1
350,INR,2,1
75,INR,1,1
250,INR,2,1
400,INR,2,1
250,INR,2,1
425,INR,2,1
400,INR,2,1
300,INR,2,1
300,INR,2,1
175,INR,1,1
300,INR,2,1
450,INR,2,1
250,INR,2,1
500,INR,3,1
425,INR,2,1
325,INR,2,1
375,INR,2,1
300,INR,2,1
400,INR,2,1
200,INR,1,1
350,INR,2,1
300,INR,2,1
200,INR,1,1
125,INR,1,1
175,INR,1,1
250,INR,2,1
75,INR,1,1
425,INR,2,1
50,INR,1,1
325,INR,2,1
300,INR,2,1
350,INR,2,1
350,INR,2,1
750,INR,3,1
225,INR,1,1
350,INR,2,1
750,INR,3,1
425,INR,2,1
200,INR,1,1
750,INR,3,1
750,INR,3,1
500,INR,3,1
325,INR,2,1
475,INR,2,1
400,INR,2,1
350,INR,2,1
225,INR,1,1
275,INR,2,1
200,INR,1,1
300,INR,2,1
350,INR,2,1
150,INR,1,1
450,INR,2,1
250,INR,2,1
350,INR,2,1
400,INR,2,1
150,INR,1,1
500,INR,3,1
125,INR,1,1
150,INR,1,1
150,INR,1,1
50,INR,1,1
300,INR,2,1
150,INR,1,1
250,INR,2,1
600,INR,3,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
200,INR,1,1
150,INR,1,1
75,INR,1,1
125,INR,1,1
225,INR,1,1
175,INR,1,1
350,INR,2,1
175,INR,1,1
300,INR,2,1
150,INR,1,1
100,INR,1,1
225,INR,1,1
150,INR,1,1
225,INR,1,1
75,INR,1,1
75,INR,1,1
175,INR,1,1
150,INR,1,1
75,INR,1,1
150,INR,1,1
550,INR,3,1
250,INR,2,1
125,INR,1,1
375,INR,2,1
150,INR,1,1
175,INR,1,1
75,INR,1,1
325,INR,2,1
100,INR,1,1
250,INR,2,1
100,INR,1,1
50,INR,1,1
450,INR,2,1
175,INR,1,1
125,INR,1,1
250,INR,2,1
175,INR,1,1
325,INR,2,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
125,INR,1,1
50,INR,1,1
250,INR,2,1
125,INR,1,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
100,INR,1,1
300,INR,2,1
200,INR,1,1
125,INR,1,1
300,INR,2,1
200,INR,1,1
1000,INR,4,1
275,INR,2,1
75,INR,1,1
250,INR,2,1
125,INR,1,1
250,INR,2,1
275,INR,2,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
250,INR,2,1
100,INR,1,1
200,INR,1,1
75,INR,1,1
100,INR,1,1
200,INR,1,1
150,INR,1,1
125,INR,1,1
225,INR,1,1
300,INR,2,1
100,INR,1,1
275,INR,2,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
100,INR,1,1
75,INR,1,1
50,INR,1,1
150,INR,1,1
100,INR,1,1
75,INR,1,1
150,INR,1,1
225,INR,1,1
250,INR,2,1
150,INR,1,1
50,INR,1,1
50,INR,1,1
150,INR,1,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
150,INR,1,1
250,INR,2,1
125,INR,1,1
125,INR,1,1
125,INR,1,1
250,INR,2,1
150,INR,1,1
200,INR,1,1
500,INR,3,1
200,INR,1,1
75,INR,1,1
25,INR,1,1
75,INR,1,1
200,INR,1,1
100,INR,1,1
250,INR,2,1
200,INR,1,1
225,INR,1,1
150,INR,1,1
175,INR,1,1
150,INR,1,1
350,INR,2,1
350,INR,2,1
225,INR,1,1
450,INR,2,1
150,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
200,INR,1,1
225,INR,1,1
50,INR,1,1
250,INR,2,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
200,INR,1,1
125,INR,1,1
250,INR,2,1
450,INR,2,1
75,INR,1,1
250,INR,2,1
150,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
100,INR,1,1
150,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
125,INR,1,1
250,INR,2,1
175,INR,1,1
200,INR,1,1
125,INR,1,1
200,INR,1,1
250,INR,2,1
150,INR,1,1
350,INR,2,1
125,INR,1,1
125,INR,1,1
100,INR,1,1
100,INR,1,1
250,INR,2,1
200,INR,1,1
200,INR,1,1
100,INR,1,1
125,INR,1,1
150,INR,1,1
125,INR,1,1
300,INR,2,1
150,INR,1,1
250,INR,2,1
500,INR,3,1
500,INR,3,1
350,INR,2,1
250,INR,2,1
200,INR,1,1
125,INR,1,1
150,INR,1,1
200,INR,1,1
75,INR,1,1
100,INR,1,1
300,INR,2,1
75,INR,1,1
175,INR,1,1
175,INR,1,1
175,INR,1,1
100,INR,1,1
100,INR,1,1
250,INR,2,1
100,INR,1,1
175,INR,1,1
50,INR,1,1
500,INR,3,1
100,INR,1,1
600,INR,3,1
200,INR,1,1
125,INR,1,1
125,INR,1,1
100,INR,1,1
125,INR,1,1
125,INR,1,1
100,INR,1,1
250,INR,2,1
100,INR,1,1
100,INR,1,1
75,INR,1,1
175,INR,1,1
1000,INR,4,1
1050,INR,4,1
550,INR,3,1
1100,INR,4,1
350,INR,2,1
600,INR,3,1
1000,INR,4,1
500,INR,3,1
1000,INR,4,1
1000,INR,4,1
500,INR,3,1
175,INR,1,1
125,INR,1,1
200,INR,1,1
100,INR,1,1
350,INR,2,1
200,INR,1,1
400,INR,2,1
600,INR,3,1
200,INR,1,1
250,INR,2,1
250,INR,2,1
350,INR,2,1
200,INR,1,1
100,INR,1,1
425,INR,2,1
150,INR,1,1
250,INR,2,1
225,INR,1,1
50,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
800,INR,3,1
300,INR,2,1
100,INR,1,1
200,INR,1,1
200,INR,1,1
75,INR,1,1
400,INR,2,1
175,INR,1,1
125,INR,1,1
150,INR,1,1
600,INR,3,1
200,INR,1,1
325,INR,2,1
150,INR,1,1
250,INR,2,1
250,INR,2,1
150,INR,1,1
400,INR,2,1
150,INR,1,1
200,INR,1,1
350,INR,2,1
300,INR,2,1
200,INR,1,1
250,INR,2,1
175,INR,1,1
250,INR,2,1
175,INR,1,1
550,INR,3,1
300,INR,2,1
200,INR,1,1
600,INR,3,1
500,INR,3,1
200,INR,1,1
400,INR,2,1
350,INR,2,1
125,INR,1,1
375,INR,2,1
300,INR,2,1
175,INR,1,1
150,INR,1,1
350,INR,2,1
200,INR,1,1
150,INR,1,1
250,INR,2,1
75,INR,1,1
250,INR,2,1
75,INR,1,1
350,INR,2,1
150,INR,1,1
300,INR,2,1
275,INR,2,1
250,INR,2,1
450,INR,2,1
250,INR,2,1
100,INR,1,1
200,INR,1,1
50,INR,1,1
250,INR,2,1
100,INR,1,1
75,INR,1,1
350,INR,2,1
200,INR,1,1
100,INR,1,1
250,INR,2,1
125,INR,1,1
175,INR,1,1
100,INR,1,1
200,INR,1,1
150,INR,1,1
125,INR,1,1
125,INR,1,1
250,INR,2,1
200,INR,1,1
300,INR,2,1
50,INR,1,1
250,INR,2,1
350,INR,2,1
50,INR,1,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
175,INR,1,1
100,INR,1,1
175,INR,1,1
200,INR,1,1
225,INR,1,1
50,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
75,INR,1,1
200,INR,1,1
250,INR,2,1
50,INR,1,1
100,INR,1,1
350,INR,2,1
125,INR,1,1
200,INR,1,1
200,INR,1,1
50,INR,1,1
50,INR,1,1
50,INR,1,1
150,INR,1,1
200,INR,1,1
100,INR,1,1
25,INR,1,1
150,INR,1,1
200,INR,1,1
150,INR,1,1
100,INR,1,1
350,INR,2,1
50,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
50,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
75,INR,1,1
150,INR,1,1
125,INR,1,1
75,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
50,INR,1,1
250,INR,2,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
75,INR,1,1
50,INR,1,1
100,INR,1,1
50,INR,1,1
250,INR,2,1
25,INR,1,1
50,INR,1,1
25,INR,1,1
100,INR,1,1
50,INR,1,1
75,INR,1,1
100,INR,1,1
125,INR,1,1
175,INR,1,1
125,INR,1,1
175,INR,1,1
200,INR,1,1
500,INR,3,1
250,INR,2,1
300,INR,2,1
100,INR,1,1
250,INR,2,1
175,INR,1,1
100,INR,1,1
350,INR,2,1
125,INR,1,1
125,INR,1,1
250,INR,2,1
200,INR,1,1
325,INR,2,1
200,INR,1,1
200,INR,1,1
275,INR,2,1
50,INR,1,1
75,INR,1,1
50,INR,1,1
200,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
50,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
150,INR,1,1
200,INR,1,1
50,INR,1,1
125,INR,1,1
250,INR,2,1
150,INR,1,1
250,INR,2,1
75,INR,1,1
125,INR,1,1
50,INR,1,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
150,INR,1,1
50,INR,1,1
100,INR,1,1
100,INR,1,1
75,INR,1,1
250,INR,2,1
125,INR,1,1
175,INR,1,1
200,INR,1,1
125,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
200,INR,1,1
200,INR,1,1
125,INR,1,1
175,INR,1,1
125,INR,1,1
175,INR,1,1
350,INR,2,1
150,INR,1,1
75,INR,1,1
125,INR,1,1
50,INR,1,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
150,INR,1,1
100,INR,1,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
400,INR,2,1
75,INR,1,1
100,INR,1,1
125,INR,1,1
125,INR,1,1
75,INR,1,1
25,INR,1,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
50,INR,1,1
150,INR,1,1
50,INR,1,1
75,INR,1,1
75,INR,1,1
300,INR,2,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
200,INR,1,1
100,INR,1,1
75,INR,1,1
50,INR,1,1
50,INR,1,1
50,INR,1,1
200,INR,1,1
125,INR,1,1
150,INR,1,1
100,INR,1,1
175,INR,1,1
50,INR,1,1
325,INR,2,1
50,INR,1,1
225,INR,1,1
200,INR,1,1
50,INR,1,1
175,INR,1,1
50,INR,1,1
100,INR,1,1
50,INR,1,1
50,INR,1,1
75,INR,1,1
100,INR,1,1
200,INR,1,1
50,INR,1,1
100,INR,1,1
50,INR,1,1
125,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
75,INR,1,1
175,INR,1,1
125,INR,1,1
175,INR,1,1
75,INR,1,1
125,INR,1,1
100,INR,1,1
50,INR,1,1
100,INR,1,1
175,INR,1,1
200,INR,1,1
150,INR,1,1
75,INR,1,1
250,INR,2,1
100,INR,1,1
225,INR,1,1
150,INR,1,1
75,INR,1,1
250,INR,2,1
175,INR,1,1
375,INR,2,1
100,INR,1,1
100,INR,1,1
175,INR,1,1
150,INR,1,1
75,INR,1,1
450,INR,2,1
125,INR,1,1
75,INR,1,1
50,INR,1,1
550,INR,3,1
75,INR,1,1
300,INR,2,1
60,INR,1,1
100,INR,1,1
75,INR,1,1
175,INR,1,1
150,INR,1,1
100,INR,1,1
50,INR,1,1
100,INR,1,1
100,INR,1,1
75,INR,1,1
100,INR,1,1
75,INR,1,1
150,INR,1,1
100,INR,1,1
150,INR,1,1
200,INR,1,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
150,INR,1,1
125,INR,1,1
50,INR,1,1
150,INR,1,1
50,INR,1,1
150,INR,1,1
300,INR,2,1
75,INR,1,1
125,INR,1,1
75,INR,1,1
125,INR,1,1
125,INR,1,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
125,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
225,INR,1,1
250,INR,2,1
200,INR,1,1
200,INR,1,1
950,INR,3,1
75,INR,1,1
225,INR,1,1
225,INR,1,1
225,INR,1,1
150,INR,1,1
350,INR,2,1
75,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
125,INR,1,1
125,INR,1,1
200,INR,1,1
225,INR,1,1
500,INR,3,1
2350,INR,4,1
250,INR,2,1
100,INR,1,1
400,INR,2,1
400,INR,2,1
250,INR,2,1
125,INR,1,1
75,INR,1,1
275,INR,2,1
200,INR,1,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
500,INR,3,1
700,INR,3,1
900,INR,3,1
150,INR,1,1
275,INR,2,1
225,INR,1,1
250,INR,2,1
150,INR,1,1
225,INR,1,1
150,INR,1,1
350,INR,2,1
275,INR,2,1
150,INR,1,1
150,INR,1,1
200,INR,1,1
500,INR,3,1
500,INR,3,1
175,INR,1,1
225,INR,1,1
250,INR,2,1
300,INR,2,1
250,INR,2,1
700,INR,3,1
175,INR,1,1
100,INR,1,1
250,INR,2,1
225,INR,1,1
175,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
225,INR,1,1
200,INR,1,1
100,INR,1,1
600,INR,3,1
225,INR,1,1
200,INR,1,1
75,INR,1,1
250,INR,2,1
200,INR,1,1
350,INR,2,1
150,INR,1,1
700,INR,3,1
125,INR,1,1
800,INR,3,1
250,INR,2,1
500,INR,3,1
200,INR,1,1
825,INR,3,1
600,INR,3,1
1250,INR,4,1
350,INR,2,1
175,INR,1,1
400,INR,2,1
250,INR,2,1
325,INR,2,1
200,INR,1,1
350,INR,2,1
300,INR,2,1
350,INR,2,1
175,INR,1,1
125,INR,1,1
175,INR,1,1
225,INR,1,1
200,INR,1,1
250,INR,2,1
250,INR,2,1
275,INR,2,1
400,INR,2,1
350,INR,2,1
175,INR,1,1
275,INR,2,1
100,INR,1,1
125,INR,1,1
375,INR,2,1
300,INR,2,1
400,INR,2,1
200,INR,1,1
400,INR,2,1
350,INR,2,1
400,INR,2,1
400,INR,2,1
175,INR,1,1
100,INR,1,1
200,INR,1,1
125,INR,1,1
75,INR,1,1
150,INR,1,1
225,INR,1,1
150,INR,1,1
150,INR,1,1
225,INR,1,1
50,INR,1,1
50,INR,1,1
350,INR,2,1
250,INR,2,1
900,INR,3,1
500,INR,3,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
400,INR,2,1
175,INR,1,1
200,INR,1,1
175,INR,1,1
125,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
250,INR,2,1
350,INR,2,1
200,INR,1,1
50,INR,1,1
300,INR,2,1
550,INR,3,1
250,INR,2,1
100,INR,1,1
375,INR,2,1
400,INR,2,1
350,INR,2,1
250,INR,2,1
300,INR,2,1
100,INR,1,1
125,INR,1,1
200,INR,1,1
250,INR,2,1
75,INR,1,1
200,INR,1,1
400,INR,2,1
350,INR,2,1
300,INR,2,1
200,INR,1,1
800,INR,3,1
1000,INR,4,1
250,INR,2,1
125,INR,1,1
125,INR,1,1
100,INR,1,1
500,INR,3,1
50,INR,1,1
200,INR,1,1
200,INR,1,1
300,INR,2,1
300,INR,2,1
250,INR,2,1
225,INR,1,1
175,INR,1,1
300,INR,2,1
550,INR,3,1
100,INR,1,1
450,INR,2,1
350,INR,2,1
350,INR,2,1
275,INR,2,1
300,INR,2,1
250,INR,2,1
150,INR,1,1
425,INR,2,1
125,INR,1,1
400,INR,2,1
100,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
200,INR,1,1
450,INR,2,1
500,INR,3,1
150,INR,1,1
400,INR,2,1
350,INR,2,1
400,INR,2,1
100,INR,1,1
350,INR,2,1
500,INR,3,1
300,INR,2,1
250,INR,2,1
150,INR,1,1
175,INR,1,1
400,INR,2,1
650,INR,3,1
100,INR,1,1
250,INR,2,1
300,INR,2,1
400,INR,2,1
50,INR,1,1
150,INR,1,1
125,INR,1,1
100,INR,1,1
300,INR,2,1
425,INR,2,1
700,INR,3,1
300,INR,2,1
450,INR,2,1
300,INR,2,1
275,INR,2,1
100,INR,1,1
550,INR,3,1
200,INR,1,1
200,INR,1,1
300,INR,2,1
50,INR,1,1
50,INR,1,1
500,INR,3,1
200,INR,1,1
50,INR,1,1
150,INR,1,1
100,INR,1,1
300,INR,2,1
200,INR,1,1
200,INR,1,1
100,INR,1,1
325,INR,2,1
50,INR,1,1
100,INR,1,1
225,INR,1,1
75,INR,1,1
50,INR,1,1
50,INR,1,1
75,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
50,INR,1,1
100,INR,1,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
175,INR,1,1
300,INR,2,1
75,INR,1,1
350,INR,2,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
100,INR,1,1
300,INR,2,1
225,INR,1,1
250,INR,2,1
50,INR,1,1
75,INR,1,1
200,INR,1,1
125,INR,1,1
100,INR,1,1
175,INR,1,1
175,INR,1,1
75,INR,1,1
50,INR,1,1
100,INR,1,1
50,INR,1,1
250,INR,2,1
250,INR,2,1
250,INR,2,1
50,INR,1,1
100,INR,1,1
50,INR,1,1
250,INR,2,1
275,INR,2,1
200,INR,1,1
100,INR,1,1
100,INR,1,1
200,INR,1,1
250,INR,2,1
100,INR,1,1
50,INR,1,1
25,INR,1,1
250,INR,2,1
200,INR,1,1
450,INR,2,1
300,INR,2,1
350,INR,2,1
300,INR,2,1
200,INR,1,1
325,INR,2,1
175,INR,1,1
